text;hof_OR_none;text_tokens
Die wichtigsten Meldungen der vergangenen Tage im Überblick: u.a. Afrikaner wird Bürgermeister…. ;NOT;['wichtigsten', 'meldungen', 'vergangenen', 'tage', 'überblick', 'u.a', 'afrikaner', 'bürgermeister']
Polit-Talk mit Tim K. – Mahnwachen für Deutschland ;NOT;['polit-talk', 'tim', 'k.', 'mahnwachen', 'deutschland']
GEHEIMAKTION und weitere KNALLER! ;NOT;['geheimaktion', 'weitere', 'knaller']
Weg mit der Judensau !?! | AKTUELL ;HOF;['judensau', 'aktuell']
Megacrash: Die große Enteignung kommt ;NOT;['megacrash', 'große', 'enteignung', 'kommt']
Was Kommunismus mit einem Land macht.    'Einwohnerzahl Ostdeutschlands auf dem Stand von 1905'    'Dresden und Leipzig hätten heute doppelt so viele Einwohner und wären Millionenstädte'   ;NOT;['kommunismus', 'land', 'macht', 'ostdeutschlands', 'stand', '1905', 'leipzig', 'hätten', 'heute', 'doppelt', 'viele', 'einwohner', 'wären', 'millionenstädte']
AbdullahZentrum Ich bin stolz auf unseren Nationalrat und bedanke mich bei SPÖ, FPÖ und Neos für die Unterstützung. Das ist ein Zeichen für die Menschenrechte in SaudiArabia, das hoffentlich nicht nur in Europa viele Nachahmer findet: ;NOT;['abdullahzentrum', 'stolz', 'nationalrat', 'bedanke', 'spö', 'fpö', 'neos', 'unterstützung', 'zeichen', 'menschenrechte', 'saudiarabia', 'hoffentlich', 'europa', 'viele', 'nachahmer', 'findet']
Stell dir vor, im Parlament entstünde eine Rot-Blau-Grüne Koalition, und die täte auch noch das Richtige. ;NOT;['stell', 'parlament', 'entstünde', 'rot-blau-grüne', 'koalition', 'täte', 'richtige']
Fun fact: Auf Latein heißt Pizza 'placenta compressa'.    Guten Appetit! ??;NOT;['fun', 'fact', 'latein', 'heißt', 'pizza', 'compressa', 'guten', 'appetit']
Welchen Klarnamen habt Ihr Euch überlegt?;NOT;['klarnamen', 'habt', 'überlegt']
Fischblog ForscherRobert DennisEckmeier Pfannkuchen als lokale Bezeichnung für Berliner leitet sich etymologisch von placenta ab und bezeichnet das, was traditionell statt der in Restdeutschland üblichen Marmelade als rote Füllung genutzt wird. Die Ber;NOT;['fischblog', 'forscherrobert', 'denniseckmeier', 'pfannkuchen', 'lokale', 'bezeichnung', 'berliner', 'leitet', 'etymologisch', 'placenta', 'ab', 'bezeichnet', 'traditionell', 'statt', 'restdeutschland', 'üblichen', 'marmelade', 'rote', 'füllung', 'genutzt', 'ber']
Währenddessen, in der Notaufnahme:    (Ohrfeigen-Thread) ;NOT;['währenddessen', 'notaufnahme', 'ohrfeigen-thread']
.HeikoMaas in der Wahrnehmung des iranischen Regimes: „Jawan“ – eine Zeitung der Revolutionsgarden – veröffentlicht anlässlich seiner Iranreise eine antisemitische Karikatur des deutschen Außenministers. ;NOT;['wahrnehmung', 'iranischen', 'regimes', 'zeitung', 'revolutionsgarden', 'veröffentlicht', 'anlässlich', 'iranreise', 'antisemitische', 'karikatur', 'deutschen', 'außenministers']
Exklusiv: Lafontaine und Kühnert bei den Fusionsverhandlungen.  ineinsnundiehände ;NOT;['exklusiv', 'lafontaine', 'kühnert', 'fusionsverhandlungen', 'ineinsnundiehände']
Twitter-Deutschland ganz bei sich. ;NOT;['twitter-deutschland', 'ganz']
Hier. Jemand macht einen Fehler. Und gibt ihn zu. Fast 10K Leute finden das gut, viele kommentieren wohlwollend. Es ist also möglich. Dazu gehören aber 2 Seiten: eine, die den Fehler einräumt, und die andere, die dann auch gutsein lässt. Kommunikation2019 ;NOT;['jemand', 'macht', 'fehler', 'gibt', 'fast', '10k', 'leute', 'finden', 'gut', 'viele', 'kommentieren', 'wohlwollend', 'möglich', 'gehören', '2', 'seiten', 'fehler', 'einräumt', 'gutsein', 'lässt', 'kommunikation2019']
Wer in die Türkei reist, muss aufpassen, sagt das AuswaertigesAmt. Man sollte etwa nichts im Netz geteilt o. geliked haben, was im weitesten Sinne als Beleidigung von Präsident Erdogan gelten könnte. Die Türkei könnte trotzdem Gewinner der Saison bei deutschen  Urlaubern werden ;NOT;['wer', 'türkei', 'reist', 'aufpassen', 'sagt', 'auswaertigesamt', 'etwa', 'netz', 'geteilt', 'o.', 'geliked', 'weitesten', 'sinne', 'beleidigung', 'präsident', 'erdogan', 'gelten', 'türkei', 'trotzdem', 'gewinner', 'saison', 'deutschen', 'urlaubern']
Organspende, Impfpflicht, Konversion'therapien': die Aluhüte und Flacherdler des Landes haben einen neuen Lieblingsfeind. ;NOT;"['organspende', 'impfpflicht', ""konversion'therapien"", 'aluhüte', 'flacherdler', 'landes', 'neuen', 'lieblingsfeind']"
Heiko Maas sagte dass er wegen Auschwitz in die Politik gegangen ist. Hier schüttelt er die Hand eines Mannes der Auschwitz gerne wiederholen würde. So was nennt kognitive Dissonanz ;NOT;['heiko', 'maas', 'sagte', 'wegen', 'auschwitz', 'politik', 'gegangen', 'schüttelt', 'hand', 'mannes', 'auschwitz', 'gerne', 'wiederholen', 'nennt', 'kognitive', 'dissonanz']
Auf diesem Bild hat n-tv die nächste Kanzlerkandidatin (m/w/d) der CDU versteckt. ;NOT;['bild', 'n-tv', 'nächste', 'kanzlerkandidatin', 'm/w/d', 'cdu', 'versteckt']
Aktueller Vorschlag zur Erneuerung der SPD: hin zu einer ökologisch orientierten sozialen Demokratie. Egal welche Kanzlerkandidatin die SPD einmal aufstellt, dieser Vorschlag muss die Grundlage sein ??? ;NOT;['aktueller', 'vorschlag', 'erneuerung', 'spd', 'ökologisch', 'orientierten', 'sozialen', 'demokratie', 'egal', 'kanzlerkandidatin', 'spd', 'aufstellt', 'vorschlag', 'grundlage']
Bei Klarnamenpflicht wäre ich hier weg.   Viele andere vermutlich auch.;NOT;['klarnamenpflicht', 'wäre', 'viele', 'vermutlich']
Dieser Warnhinweis des Auswärtigen Amtes kommt praktisch zeitgleich mit Kramp-Karrenbauers Forderung nach einer Klarnamenpflicht im Netz.   Ein weiteres Beispiel, weshalb man das Recht haben muss, im Netz anonym zu bleiben. Meinungsfreiheit Neuland fdp Erdogan ;NOT;['warnhinweis', 'auswärtigen', 'amtes', 'kommt', 'praktisch', 'zeitgleich', 'kramp-karrenbauers', 'forderung', 'klarnamenpflicht', 'netz', 'weiteres', 'beispiel', 'weshalb', 'recht', 'netz', 'anonym', 'bleiben', 'meinungsfreiheit', 'neuland', 'fdp', 'erdogan']
Ich fahre durch Dresden, sehe überall die 'SGD'-Schriftzüge der Dynamo-Fans, die stets mit 'ACAB' verziert sind, und frage mich: welchen Nachnamen tragen Bastarde, die in Sachsen geboren werden?;NOT;['fahre', 'dresden', 'sehe', 'überall', 'dynamo-fans', 'stets', 'verziert', 'frage', 'nachnamen', 'tragen', 'bastarde', 'sachsen', 'geboren']
Seit Tagen wird verbal auf die polizei_nrw_k eingeprügelt. Ganz vorne mit dabei: Der Rassismusvorwurf.   Ja, gerade dieses Bild ist sehr verstörend. Dachte auch erst: „Geht gar nicht!“   Aber direkt die Rassismuskeule zu schwingen, fand ich zu einfach.  Folgendes ist passiert: ;NOT;['seit', 'tagen', 'verbal', 'polizei_nrw_k', 'eingeprügelt', 'ganz', 'vorne', 'dabei', 'rassismusvorwurf', 'ja', 'gerade', 'bild', 'verstörend', 'dachte', 'erst', 'gar', 'direkt', 'rassismuskeule', 'schwingen', 'fand', 'einfach', 'folgendes', 'passiert']
Schön und gut, dass ihr ein paar glückliche Momente eingetuppert habt, denkt ihr auch daran, sie an schlimmen Tagen frei zu lassen?;NOT;['schön', 'gut', 'paar', 'glückliche', 'momente', 'eingetuppert', 'habt', 'denkt', 'daran', 'schlimmen', 'tagen', 'frei', 'lassen']
Alle reden davon, dass die SPD sich der 5%-Hürde nähert, aber kaum jemand über die Partei, die dort bereits angekommen ist.     Nahles ist zurückgetreten, aber Kipping ist noch im Amt. Warum eigentlich? ;NOT;['reden', 'davon', 'spd', '5', 'nähert', 'kaum', 'jemand', 'partei', 'bereits', 'angekommen', 'nahles', 'zurückgetreten', 'kipping', 'amt', 'warum', 'eigentlich']
HollsteinM Es ist der Kern der Sozialdemokratie, Menschen, die von ganz unten kommen, den Aufstieg zu ermöglichen. Die SPD macht Arbeiterkinder zu Akademikern und Kevins zu Bundeskanzlern. Danke, SPD!;NOT;['hollsteinm', 'kern', 'sozialdemokratie', 'menschen', 'ganz', 'unten', 'kommen', 'aufstieg', 'ermöglichen', 'spd', 'macht', 'arbeiterkinder', 'akademikern', 'kevins', 'bundeskanzlern', 'danke', 'spd']
Die SPÖ ist in ihrer Führungsdiskussion schon einen Schritt weiter als die SPD. ;NOT;['spö', 'führungsdiskussion', 'schon', 'schritt', 'spd']
Nein, denn dann fällt dir der Penis ab und du kannst urplötzlich nicht mehr einparken. ;NOT;['nein', 'fällt', 'penis', 'ab', 'kannst', 'urplötzlich', 'mehr', 'einparken']
Ich liebe die Nüchternheit von MariamLau1. Konsequent analytisch, zur Sache. Ohne Tamtam. Starke Frau. Gute Journalistin! ;NOT;['liebe', 'nüchternheit', 'mariamlau1', 'konsequent', 'analytisch', 'sache', 'tamtam', 'starke', 'frau', 'gute', 'journalistin']
Zu den finstersten Orten im akademischen Betrieb dieses Landes zählen die Orient-Institute, diese Horte der Gegenaufklärung und Ressentiments. Dass sich einige Nahostwissenschaftler öffentlich für BDS starkmachen, nimmt deshalb nicht wunder. ;NOT;['finstersten', 'orten', 'akademischen', 'betrieb', 'landes', 'zählen', 'orient-institute', 'horte', 'gegenaufklärung', 'ressentiments', 'nahostwissenschaftler', 'öffentlich', 'bds', 'starkmachen', 'nimmt', 'deshalb', 'wunder']
Ganz Wien hasst die Polizei ist wohl der deppertste slogan für eine berechtigte Demo den man verwenden kann. ;NOT;['ganz', 'wien', 'hasst', 'polizei', 'wohl', 'deppertste', 'slogan', 'berechtigte', 'demo', 'verwenden']
Der Bundestag beschließt etwas, das nicht zu 100% dem grünen Parteiprogramm entspricht, und Empörtwitter hat schon wieder Schaum vorm Mund.;NOT;['bundestag', 'beschließt', '100', 'grünen', 'parteiprogramm', 'entspricht', 'empörtwitter', 'schon', 'schaum', 'vorm', 'mund']
Das ist Rosie. Rosi ist eine Fesche. Die ist sehr schnell maximal überfordert. Plötzlich wollen alle etwas. Das findet Rosi nicht so schön. Dann verfällt sie automatisch in eine Schockstarre. Man beruhigt sie in dem man Wanderlieder singt. kritzelmonster ;NOT;['rosie', 'rosi', 'fesche', 'schnell', 'maximal', 'überfordert', 'plötzlich', 'findet', 'rosi', 'schön', 'verfällt', 'automatisch', 'schockstarre', 'beruhigt', 'wanderlieder', 'singt', 'kritzelmonster']
Gabriel fordert von SPD „robuste Asylpolitik“ nach dänischem Vorbild    ;NOT;['gabriel', 'fordert', 'spd', 'asylpolitik\x93', 'dänischem', 'vorbild']
Mal angenommen, ihr wärt mit eurer Zeitmaschine im 17. oder 18. Jahrhundert gestrandet.    Welche moderne Errungenschaft würdet ihr am meisten vermissen?;NOT;['mal', 'angenommen', 'wärt', 'zeitmaschine', '17.', '18.', 'jahrhundert', 'gestrandet', 'moderne', 'errungenschaft', 'würdet', 'meisten', 'vermissen']
Held des Tages: Leo Varadkar, Ministerpräsident von Irland, der sich heute Trumps absurden Müll über die irische Landgrenze aus nächster Nähe anhörte, ohne zur Axt zu greifen.  Ich hätte das nicht geschafft. ;NOT;['held', 'tages', 'leo', 'varadkar', 'ministerpräsident', 'irland', 'heute', 'trumps', 'absurden', 'müll', 'irische', 'landgrenze', 'nächster', 'nähe', 'anhörte', 'axt', 'greifen', 'hätte', 'geschafft']
Prognose: Sozialdemokraten bei Wahl in Dänemark vorn ;NOT;['prognose', 'sozialdemokraten', 'wahl', 'dänemark', 'vorn']
Bei den Wahlen in Dänemark stehend die Sozialdemokraten vor einem großen Sieg - beflügelt von einer strengen Flüchtlings- und Asylpolitik.  Angesichts dessen haben sich die Werte der Rechtspopulisten mehr als halbiert ;NOT;['wahlen', 'dänemark', 'stehend', 'sozialdemokraten', 'großen', 'sieg', 'beflügelt', 'strengen', 'flüchtlings-', 'asylpolitik', 'angesichts', 'werte', 'rechtspopulisten', 'mehr', 'halbiert']
Frauen/Mädchen dürfen im Gegensatz zu Männern keine Hosen bei Gymnastikwettkämpfen anziehen. Kommentar eines Trainers dazu: Frauen haben schöne Körper, das darf man auch sehen.   Gaht’s no?  ;NOT;['frauen/mädchen', 'dürfen', 'gegensatz', 'männern', 'hosen', 'gymnastikwettkämpfen', 'anziehen', 'kommentar', 'trainers', 'frauen', 'schöne', 'körper', 'darf', 'sehen', 'gaht\x92s', 'no']
Als ökologisch bewusste Menschen schmeißen wir nicht einfach Essen weg. Wir stellen es in den Kühlschrank, schauen es so lang bei jedem Öffnen schuldig an, bis es vergammelt ist, und werfen es dann weg.;NOT;['ökologisch', 'bewusste', 'menschen', 'schmeißen', 'einfach', 'essen', 'stellen', 'kühlschrank', 'schauen', 'lang', 'öffnen', 'schuldig', 'vergammelt', 'werfen']
Richtig ernst wird es doch erst, wenn die Smarthome-Pflicht kommt. Und das sehe ich eigentlich nicht vor der nächsten Bundestagswahl.;NOT;['richtig', 'ernst', 'erst', 'smarthome-pflicht', 'kommt', 'sehe', 'eigentlich', 'nächsten', 'bundestagswahl']
In der Hölle sitzt Erich Mielke und weint bitterlich. Die Kapitalisten haben alles, wovon er immer träumte, und die Leute holen es sich sogar freiwillig in die Wohnung. Alexa;NOT;['hölle', 'sitzt', 'erich', 'mielke', 'weint', 'bitterlich', 'kapitalisten', 'wovon', 'immer', 'träumte', 'leute', 'holen', 'sogar', 'freiwillig', 'wohnung', 'alexa']
Erkanbald ist ein schöner Name. mainz;NOT;['erkanbald', 'schöner', 'name', 'mainz']
Aus der Reihe 'Das Leben in Graphen' - das Alter von männlichen Schauspielern und ihren weiblichen Co-Stars. ;NOT;['reihe', 'leben', 'graphen', 'alter', 'männlichen', 'schauspielern', 'weiblichen', 'co-stars']
Währenddessen, in einem Gesundheitssystem in der Ersten Welt: ;NOT;['währenddessen', 'gesundheitssystem', 'ersten', 'welt']
Ich kann nicht an meiner Haltestelle aussteigen, weil mein Rock in der U-Bahn-Tür auf der gegenüberliegenden Seite eingeklemmt ist und jetzt muss ich so lange weiterfahren bis eine Haltestelle kommt, die auf der Seite liegt, keine Ahnung, wann das ist und wie gehts euch so?;NOT;['haltestelle', 'aussteigen', 'rock', 'u-bahn-tür', 'gegenüberliegenden', 'seite', 'eingeklemmt', 'lange', 'weiterfahren', 'haltestelle', 'kommt', 'seite', 'liegt', 'ahnung', 'wann', 'gehts']
Meine Rede zur Taschengelderhöhung auf 150€ für ausreisepflichtige Asylbewerber. Wer will noch leben wie Gott in Frankreich, wenn er als Asylbewerber in Deutschland leben kann?    ;HOF;['rede', 'taschengelderhöhung', '150\x80', 'ausreisepflichtige', 'asylbewerber', 'wer', 'leben', 'gott', 'frankreich', 'asylbewerber', 'deutschland', 'leben']
Bitte nie wieder über Amerikaner lästern.    (Karte: welt) ;NOT;['bitte', 'nie', 'amerikaner', 'lästern', 'karte', 'welt']
Das Massaker des chinesischen kommunistischen Regimes an den Freiheitsaktivisten auf dem Platz des Himmlischen Friedens, heute vor 30 Jahren, war eines der prägendsten Ereignisse meines Lebens. Ich war 18, und Freiheit war ein ganz zentraler Begriff für mich. ;NOT;['massaker', 'chinesischen', 'kommunistischen', 'regimes', 'freiheitsaktivisten', 'platz', 'himmlischen', 'friedens', 'heute', '30', 'jahren', 'prägendsten', 'ereignisse', 'lebens', '18', 'freiheit', 'ganz', 'zentraler', 'begriff']
Man könnte natürlich auch einfach die Bild Zeitung fragen, mit welchem Bot die originalen Wagnertexte erzeugt werden. ;NOT;['natürlich', 'einfach', 'bild', 'zeitung', 'fragen', 'bot', 'originalen', 'wagnertexte', 'erzeugt']
Wisst ihr, was der letzte Satz meiner Freundin war? 'Ich hab euch lieb!' Die Liebe ist das, was am Ende  bleibt. Sie ging in dem Wissen, geliebt zu werden und ihre Liebe in anderen zurückzulassen. Wir alle haben ein Stück von ihr erhalten und dafür eins in ihr belassen.;NOT;['wisst', 'letzte', 'satz', 'freundin', 'lieb', 'liebe', 'ende', 'bleibt', 'ging', 'wissen', 'geliebt', 'liebe', 'zurückzulassen', 'stück', 'erhalten', 'dafür', 'eins', 'belassen']
In dieser völlig bekloppten Stadt Berlin zeigt eine Senatorin (Linke) Landesbeamte (Polizisten) an, weil die weisungsgemäß Abschiebungen durchführen = 5 Strafanzeigen wegen Hausfriedensbruchs.  Unfassbar.  Gut, dass der Innensenator dagegen hält  r2g Polizei ;NOT;['völlig', 'bekloppten', 'stadt', 'berlin', 'zeigt', 'senatorin', 'linke', 'landesbeamte', 'polizisten', 'weisungsgemäß', 'abschiebungen', 'durchführen', '5', 'strafanzeigen', 'wegen', 'hausfriedensbruchs', 'unfassbar', 'gut', 'innensenator', 'dagegen', 'hält', 'r2g', 'polizei']
Landtag hebt die Immunität von Linus Förster auf: ;NOT;['landtag', 'hebt', 'immunität', 'linus', 'förster']
Der einzige Unterschied zwischen Merkel und Gabriel ist das Geschlecht -   in Inhalten und (In)Kompetenz unterscheiden sich beide nicht. * ;NOT;['einzige', 'unterschied', 'merkel', 'gabriel', 'geschlecht', 'inhalten', 'kompetenz', 'unterscheiden', 'beide']
Lesenswer! Roma in Ungarn: Die stummen Aufsteiger ;NOT;['lesenswer', 'roma', 'ungarn', 'stummen', 'aufsteiger']
Gut wenn die Erfinder dieser Lügen Geschichte bestraft werden!  FAKENEWS     ;NOT;['gut', 'erfinder', 'lügen', 'geschichte', 'bestraft', 'fakenews']
Für ein Land, in dem man für jeden Kleinscheiß 531 Genehmigungen beantragen, 47 Umweltgutachten vorlegen und 18 wütende Bürgerinitiativen besänftigen muss, sind Flugtaxis die Lösung aller Verkehrsprobleme, lassen Sie sich da nichts einreden!;NOT;['land', 'kleinscheiß', '531', 'genehmigungen', 'beantragen', '47', 'umweltgutachten', 'vorlegen', '18', 'wütende', 'bürgerinitiativen', 'besänftigen', 'flugtaxis', 'lösung', 'verkehrsprobleme', 'lassen', 'einreden']
Eigentlich sind Flugtaxis eine total großartige Idee für den Klimaschutz. Man müsste sie nur so groß machen, dass 30 oder 40 Leute reinpassen. Obwohl, wenn sie gar nicht fliegen, sind sie sogar billiger. Dann könnte man auch besonders große  Super-Flugtaxis auf Schienen....;NOT;['eigentlich', 'flugtaxis', 'total', 'großartige', 'idee', 'klimaschutz', 'müsste', 'groß', '30', '40', 'leute', 'reinpassen', 'obwohl', 'gar', 'fliegen', 'sogar', 'billiger', 'besonders', 'große', 'super-flugtaxis', 'schienen']
DWN: Autobauer: Riskante Wetten auf einen Durchbruch der Elektromobilität: Einer Analyse zufolge setzen viele Autobauer alles auf die Karte Elektromobilität. Selbst wenn diese riskante Wette aufgehen und der Durchbruch zur E-Mobilität gelingen sollte,… ;NOT;['dwn', 'autobauer', 'riskante', 'wetten', 'durchbruch', 'elektromobilität', 'analyse', 'zufolge', 'setzen', 'viele', 'autobauer', 'karte', 'elektromobilität', 'riskante', 'wette', 'aufgehen', 'durchbruch', 'e-mobilität', 'gelingen']
Tichy:Ex-BND Präsident Hanning: Dublin wieder Geltung verschaffen: Der frühere BND-Präsident und Staatssekretär im Bundesinnenministerium, August Hanning, hält auf die Dauer die deutsche Asylpraxis nicht für durchhaltbar. Mit Blick auf die Verdoppelung… ;NOT;['tichy', 'ex-bnd', 'präsident', 'hanning', 'dublin', 'geltung', 'verschaffen', 'frühere', 'bnd-präsident', 'staatssekretär', 'bundesinnenministerium', 'august', 'hanning', 'hält', 'dauer', 'deutsche', 'asylpraxis', 'durchhaltbar', 'blick', 'verdoppelung']
DWN: Ökonom Basu: Warum die Handelsarithmetik China begünstigt: Der indische Ökonom Kaushik Basu glaubt, dass die US-Regierung ihre Strategie der Verhängung von Importzöllen nicht lange wird aufrechterhalten können. ;NOT;['dwn', 'ökonom', 'basu', 'warum', 'handelsarithmetik', 'china', 'begünstigt', 'indische', 'ökonom', 'kaushik', 'basu', 'glaubt', 'us-regierung', 'strategie', 'verhängung', 'importzöllen', 'lange', 'aufrechterhalten']
Tichy:Unternehmerverband fordert Steuerentlastungen gegen die Krise: Mit Blick auf die nachlassende Konjunktur in Deutschland hat der Verband der Familienunternehmer von der Bundesregierung Steuerentlastungen für Unternehmen gefordert, um die… ;NOT;['tichy', 'unternehmerverband', 'fordert', 'steuerentlastungen', 'krise', 'blick', 'nachlassende', 'konjunktur', 'deutschland', 'verband', 'familienunternehmer', 'bundesregierung', 'steuerentlastungen', 'unternehmen', 'gefordert']
ef:'Leinwandheld Kay Nielsen (1886-1957): Minimalistisch, seltsam, nordisch: Leinwandheld Kay Nielsen (1886-1957): Minimalistisch, seltsam, nordisch ;NOT;['ef', 'kay', 'nielsen', '1886-1957', 'minimalistisch', 'seltsam', 'nordisch', 'leinwandheld', 'kay', 'nielsen', '1886-1957', 'minimalistisch', 'seltsam', 'nordisch']
Compact: Kalte Krieger in Pullach ;NOT;['compact', 'kalte', 'krieger', 'pullach']
DWN: Otto-Gruppe attackiert Amazon scharf: Die Otto Group ärgert sich über die Steuertricks des US-Konkurrenten Amazon. ;NOT;['dwn', 'otto-gruppe', 'attackiert', 'amazon', 'scharf', 'otto', 'group', 'ärgert', 'steuertricks', 'us-konkurrenten', 'amazon']
Contra-Mag.:DARPA will von Gedanken kontrollierte Waffen: Die Kybernetisierung des Krieges schreitet voran. Die DARPA treibt die Forschung an von Gedanken kontrollierten Waffen voran. Das ist gefährlich. Von Redaktion DARPA (Defense Advanced Research… ;NOT;['contra-mag', 'darpa', 'gedanken', 'kontrollierte', 'waffen', 'kybernetisierung', 'krieges', 'schreitet', 'voran', 'darpa', 'treibt', 'forschung', 'gedanken', 'kontrollierten', 'waffen', 'voran', 'gefährlich', 'redaktion', 'darpa', 'defense', 'advanced', 'research']
Contra-Mag.:Elektroautos: Neue Batterien lösen großes Problem: Deutsche Wissenschaftler haben neue Batterien entwickelt, die Elektroautos billiger machen könnten. Zudem steigt die Reichweite durch eine höhere Energiedichte an. Von Irina Slav /… ;NOT;['contra-mag', 'elektroautos', 'neue', 'batterien', 'lösen', 'großes', 'problem', 'deutsche', 'wissenschaftler', 'neue', 'batterien', 'entwickelt', 'elektroautos', 'billiger', 'könnten', 'zudem', 'steigt', 'reichweite', 'höhere', 'energiedichte', 'irina', 'slav']
MMNews: Gold: Aufwärtswelle ist in vollem Gang: Gold: Erstes Kursziel 1.450 Dollar pro Unze - dann geht die Party richtig los. Kommt jetzt die Beschleunigungsphase? Größter Gewinner sind Minenaktien.  Wie geht es jetzt weiter? Read more... ;NOT;['mmnews', 'gold', 'aufwärtswelle', 'vollem', 'gang', 'gold', 'erstes', 'kursziel', '1.450', 'dollar', 'pro', 'unze', 'geht', 'party', 'richtig', 'los', 'kommt', 'beschleunigungsphase', 'größter', 'gewinner', 'minenaktien', 'geht', 'read', 'more']
Zuerst: Kastration per Gesetz: Alabama künftig mit chemischer Keule gegen Kinderschänder: Montgomery. Amerika ist anders: im US-Bundesstaat Alabama ist jetzt ein Gesetz zur chemischen Kastration verurteilter Kinderschänder verabschiedet… ;NOT;['zuerst', 'kastration', 'per', 'gesetz', 'alabama', 'künftig', 'chemischer', 'keule', 'kinderschänder', 'montgomery', 'amerika', 'us-bundesstaat', 'alabama', 'gesetz', 'chemischen', 'kastration', 'verurteilter', 'kinderschänder', 'verabschiedet']
Eine SPDde, die Politik für ganz normale lohnabhängige Schonlängerhierlebende macht, statt sich beim Wählermilieu anderer Parteien anbiedern zu wollen -- das wär's.;NOT;['spdde', 'politik', 'ganz', 'normale', 'lohnabhängige', 'schonlängerhierlebende', 'macht', 'statt', 'beim', 'wählermilieu', 'parteien', 'anbiedern', 'wär']
Wenn man Überschriften wie „Merkels letzte Schlacht” liest und dann sein Smartphone ganz nah ans Ohr hält, kann man leise hören, wie Guido Knopp die Buchreihe Merkels Helfer schreibt.;NOT;['überschriften', 'letzte', 'schlacht\x94', 'liest', 'smartphone', 'ganz', 'nah', 'ans', 'ohr', 'hält', 'leise', 'hören', 'guido', 'knopp', 'buchreihe', 'merkels', 'helfer', 'schreibt']
Am Weltfahrradtag von Wien nach Prag. Ich Pussy habe aber trotzdem den Zug genommen.   VIEPRG ?? ;NOT;['weltfahrradtag', 'wien', 'prag', 'pussy', 'trotzdem', 'zug', 'genommen', 'vieprg']
Ihr habt auch schon mitbekommen, dass nächste Woche Fußball WM ist, oder?;NOT;['habt', 'schon', 'mitbekommen', 'nächste', 'woche', 'fußball', 'wm']
Im Fernsehen reden alle von personaldebatte. Zurecht!;NOT;['fernsehen', 'reden', 'personaldebatte', 'zurecht']
Jetzt beginnt wieder diese Jahreszeit, in der man dauernd fremder Leute Tätowierungen ansehen muss.;NOT;['beginnt', 'jahreszeit', 'dauernd', 'fremder', 'leute', 'tätowierungen', 'ansehen']
Wer soll jetzt die SPD führen?;NOT;['wer', 'spd', 'führen']
Manchmal frage ich mich, ob Angela Merkel an Tagen wie heute auf die SPD blickt und sehr zufrieden mit ihrem Werk ist.;NOT;['manchmal', 'frage', 'angela', 'merkel', 'tagen', 'heute', 'spd', 'blickt', 'zufrieden', 'werk']
Dieses Video ist ein Hilferuf an die Welt: Kreuzfahrtschiffe raus  aus Venedig! ;NOT;['video', 'hilferuf', 'welt', 'kreuzfahrtschiffe', 'raus', 'venedig']
Und wenn sechs Parteien einfach eine zuviel sind?;NOT;['sechs', 'parteien', 'einfach', 'zuviel']
AMS-Chef Kopf: 'Das 'falsche' Studium ist besser als gar keines': ;NOT;['ams-chef', 'kopf', 'studium', 'besser', 'gar']
Nur ein Parteivorsitzender Ralf_Stegner kann die SPD jetzt noch retten! ??;NOT;['parteivorsitzender', 'ralf_stegner', 'spd', 'retten']
Die Älteren werden sich erinnern: vor der Bundestagswahl 2009 wurde die FDP genau absurd überbewertet wie heute die Grünen. Vier Jahre später flog sie aus dem Bundestag. Forsa;NOT;['älteren', 'erinnern', 'bundestagswahl', '2009', 'wurde', 'fdp', 'genau', 'absurd', 'überbewertet', 'heute', 'grünen', 'vier', 'jahre', 'später', 'flog', 'bundestag', 'forsa']
Die Denunziations-Initiative „Reconquista Internet“ inklusive der Hetze gegen die Familie der ermordeten Susanna wird belohnt.  grimmepreis     ;HOF;['denunziations-initiative', 'internet\x93', 'inklusive', 'hetze', 'familie', 'ermordeten', 'susanna', 'belohnt', 'grimmepreis']
Identitätspolitik ist, wenn sich immer neu Opfergruppen konstituieren. ;NOT;['identitätspolitik', 'immer', 'neu', 'opfergruppen', 'konstituieren']
Ernsthaft Leute, seid dankbar für eine durchschnittliche Biografie.;NOT;['ernsthaft', 'leute', 'seid', 'dankbar', 'durchschnittliche', 'biografie']
streetcoverage PolizeiSachsen DJVde Nicht nur zu dd1502 wird klar daß streetcoverage mit Presse und Journalismus nicht viel zu tun hat. Das sind einfach Symphatisanten des Linksmobs die mit Kamera in der Hand versuchen Förderknete vom großen Kuchen d;HOF;['streetcoverage', 'polizeisachsen', 'djvde', 'dd1502', 'klar', 'streetcoverage', 'presse', 'journalismus', 'tun', 'einfach', 'symphatisanten', 'linksmobs', 'kamera', 'hand', 'versuchen', 'förderknete', 'großen', 'kuchen', 'd']
Typische österreichische Tätigkeit:     Jeden Morgen nach dem Aufstehen als Erstes nachsehen, wer heute Bundeskanzler ist.;NOT;['typische', 'österreichische', 'tätigkeit', 'morgen', 'aufstehen', 'erstes', 'nachsehen', 'wer', 'heute', 'bundeskanzler']
